title,timestamp,protocol,direction,port,duration_sec,parallel_streams,message_size_param,window_size_param,target_ip,iperf_version,system_info,cpu_utilization_percent,sent_bps,sent_bytes,sent_retransmits,received_bps,received_bytes,udp_bps,udp_bytes,udp_jitter_ms,udp_lost_packets,udp_lost_percent,error_message,sub_direction
tcp_tx_P1_Mdef_Wdef_D5_port52001,"Sat, 24 May 2025 01:55:47 GMT",tcp,tx,52001,5,1,,,3.3.3.4,iperf 3.9,Linux mev04.esxcert.local 5.14.0-570.12.1.el9_6.x86_64 #1 SMP PREEMPT_DYNAMIC Fri Apr 4 10:41:31 EDT 2025 x86_64,,57352993190.90622,35846179936,28427,,,,,,,,,tx
tcp_tx_P1_Mdef_Wdef_D5_port52002,"Sat, 24 May 2025 01:55:52 GMT",tcp,tx,52002,5,1,,,3.3.3.4,iperf 3.9,Linux mev04.esxcert.local 5.14.0-570.12.1.el9_6.x86_64 #1 SMP PREEMPT_DYNAMIC Fri Apr 4 10:41:31 EDT 2025 x86_64,,56838751831.793945,35525306936,26427,,,,,,,,,tx
